ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-05-05,3685186.9180919095,3562260.7230702257,3773169.956374936,3685186.9180919095,3685186.9180919095,-16846.23996070447,-16846.23996070447,-16846.23996070447,-16846.23996070447,-16846.23996070447,-16846.23996070447,0.0,0.0,0.0,3668340.678131205
2020-05-06,3766697.880009528,3649656.1260348246,3855846.174001523,3766697.880009528,3766697.880009528,-11063.55830725901,-11063.55830725901,-11063.55830725901,-11063.55830725901,-11063.55830725901,-11063.55830725901,0.0,0.0,0.0,3755634.321702269
2020-05-07,3848208.8419271475,3744826.27171104,3942511.749086992,3848208.8419271475,3848208.8419271475,-1117.543863274263,-1117.543863274263,-1117.543863274263,-1117.543863274263,-1117.543863274263,-1117.543863274263,0.0,0.0,0.0,3847091.2980638733
2020-05-08,3929719.803844764,3835828.738886963,4052262.6417596512,3929719.803844764,3929719.803844764,10080.978736662884,10080.978736662884,10080.978736662884,10080.978736662884,10080.978736662884,10080.978736662884,0.0,0.0,0.0,3939800.7825814267
2020-05-09,4014915.23208936,3924176.614146914,4137813.2275622124,4014915.23208936,4014915.23208936,13750.326871372594,13750.326871372594,13750.326871372594,13750.326871372594,13750.326871372594,13750.326871372594,0.0,0.0,0.0,4028665.5589607325
2020-05-10,4100110.6603339557,4002939.6179690156,4224715.8848794,4100110.6603339557,4100110.6603339557,7298.791977837047,7298.791977837047,7298.791977837047,7298.791977837047,7298.791977837047,7298.791977837047,0.0,0.0,0.0,4107409.452311793
2020-05-11,4185306.0885785515,4077156.4320457536,4289295.735211776,4185306.0885785515,4185306.0885785515,-2102.7554546216074,-2102.7554546216074,-2102.7554546216074,-2102.7554546216074,-2102.7554546216074,-2102.7554546216074,0.0,0.0,0.0,4183203.33312393
2020-05-12,4270501.516823146,4146093.001112273,4357048.771739117,4270501.516823146,4270501.516823146,-16846.2399607099,-16846.2399607099,-16846.2399607099,-16846.2399607099,-16846.2399607099,-16846.2399607099,0.0,0.0,0.0,4253655.276862436
2020-05-13,4355696.94506774,4239430.468741307,4454853.436971717,4355696.94506774,4355696.94506774,-11063.558307292167,-11063.558307292167,-11063.558307292167,-11063.558307292167,-11063.558307292167,-11063.558307292167,0.0,0.0,0.0,4344633.386760448
2020-05-14,4440892.373312334,4342004.377457762,4546309.45129061,4440892.373312334,4440892.373312334,-1117.5438632737091,-1117.5438632737091,-1117.5438632737091,-1117.5438632737091,-1117.5438632737091,-1117.5438632737091,0.0,0.0,0.0,4439774.829449059
2020-05-15,4534516.944962357,4441408.898273148,4647628.048953963,4534516.944962357,4534516.944962357,10080.978736664714,10080.978736664714,10080.978736664714,10080.978736664714,10080.978736664714,10080.978736664714,0.0,0.0,0.0,4544597.923699022
2020-05-16,4628141.51661238,4536775.957749258,4747166.845443599,4628141.51661238,4628141.51661238,13750.326871375246,13750.326871375246,13750.326871375246,13750.326871375246,13750.326871375246,13750.326871375246,0.0,0.0,0.0,4641891.843483755
2020-05-17,4721766.0882624015,4624903.203665766,4839761.240773447,4721766.0882624015,4721766.0882624015,7298.791977837639,7298.791977837639,7298.791977837639,7298.791977837639,7298.791977837639,7298.791977837639,0.0,0.0,0.0,4729064.880240239
2020-05-18,4815390.659912421,4710594.61025345,4920135.3645973345,4815390.659912421,4815390.659912421,-2102.7554545689127,-2102.7554545689127,-2102.7554545689127,-2102.7554545689127,-2102.7554545689127,-2102.7554545689127,0.0,0.0,0.0,4813287.904457852
2020-05-19,4909015.231562443,4784333.525557521,4998357.51725235,4909015.231562443,4909015.231562443,-16846.23996071533,-16846.23996071533,-16846.23996071533,-16846.23996071533,-16846.23996071533,-16846.23996071533,0.0,0.0,0.0,4892168.991601728
2020-05-20,5002639.803212466,4889741.491825397,5088687.325382935,5002639.803212466,5002639.803212466,-11063.558307286887,-11063.558307286887,-11063.558307286887,-11063.558307286887,-11063.558307286887,-11063.558307286887,0.0,0.0,0.0,4991576.244905178
2020-05-21,5106115.996342709,4997052.737035,5213014.714768613,5106115.996342709,5106115.996342709,-1117.5438632499502,-1117.5438632499502,-1117.5438632499502,-1117.5438632499502,-1117.5438632499502,-1117.5438632499502,0.0,0.0,0.0,5104998.452479459
2020-05-22,5209592.18947295,5111067.535761237,5326990.174979183,5209592.18947295,5209592.18947295,10080.97873666655,10080.97873666655,10080.97873666655,10080.97873666655,10080.97873666655,10080.97873666655,0.0,0.0,0.0,5219673.168209617
2020-05-23,5313068.382603193,5218258.936963024,5436773.386488476,5313068.382603193,5313068.382603193,13750.326871365272,13750.326871365272,13750.326871365272,13750.326871365272,13750.326871365272,13750.326871365272,0.0,0.0,0.0,5326818.709474558
2020-05-24,5416544.575733434,5315552.968120297,5530936.525326584,5416544.575733434,5416544.575733434,7298.791977865258,7298.791977865258,7298.791977865258,7298.791977865258,7298.791977865258,7298.791977865258,0.0,0.0,0.0,5423843.3677113
2020-05-25,5520020.768863677,5409867.47063759,5622855.41787656,5520020.768863677,5520020.768863677,-2102.755454582675,-2102.755454582675,-2102.755454582675,-2102.755454582675,-2102.755454582675,-2102.755454582675,0.0,0.0,0.0,5517918.013409094
2020-05-26,5623496.961993921,5506562.709374004,5706172.63269033,5623496.961993921,5623496.961993921,-16846.239960718918,-16846.239960718918,-16846.239960718918,-16846.239960718918,-16846.239960718918,-16846.239960718918,0.0,0.0,0.0,5606650.722033202
2020-05-27,5738413.628436097,5625775.761024889,5836945.671363496,5738413.628436097,5738413.628436097,-11063.558307281603,-11063.558307281603,-11063.558307281603,-11063.558307281603,-11063.558307281603,-11063.558307281603,0.0,0.0,0.0,5727350.070128815
2020-05-28,5853330.294878274,5747025.558386442,5952535.135458766,5853330.294878274,5853330.294878274,-1117.5438632901985,-1117.5438632901985,-1117.5438632901985,-1117.5438632901985,-1117.5438632901985,-1117.5438632901985,0.0,0.0,0.0,5852212.751014984
2020-05-29,5968246.961320448,5876801.450978608,6089394.49692196,5968246.961320448,5968246.961320448,10080.978736641435,10080.978736641435,10080.978736641435,10080.978736641435,10080.978736641435,10080.978736641435,0.0,0.0,0.0,5978327.94005709
2020-05-30,6083163.627762623,5995534.018033953,6200960.926850073,6083163.627762623,6083163.627762623,13750.326871355297,13750.326871355297,13750.326871355297,13750.326871355297,13750.326871355297,13750.326871355297,0.0,0.0,0.0,6096913.954633978
2020-05-31,6198080.2942047985,6091704.807015619,6311661.719599791,6198080.2942047985,6198080.2942047985,7298.791977856539,7298.791977856539,7298.791977856539,7298.791977856539,7298.791977856539,7298.791977856539,0.0,0.0,0.0,6205379.086182655
2020-06-01,6312996.960646976,6207325.326990884,6408647.59005978,6312996.960646976,6312996.960646976,-2102.75545458815,-2102.75545458815,-2102.75545458815,-2102.75545458815,-2102.75545458815,-2102.75545458815,0.0,0.0,0.0,6310894.205192388
2020-06-02,6427913.626146903,6305722.094875328,6512308.490552462,6427913.626146903,6427913.626146903,-16846.239960722505,-16846.239960722505,-16846.239960722505,-16846.239960722505,-16846.239960722505,-16846.239960722505,0.0,0.0,0.0,6411067.386186181
2020-06-03,6542830.291646828,6426615.99625925,6635181.013512868,6542830.291646828,6542830.291646828,-11063.558307268868,-11063.558307268868,-11063.558307268868,-11063.558307268868,-11063.558307268868,-11063.558307268868,0.0,0.0,0.0,6531766.733339559
2020-06-04,6657746.957146757,6547699.159451734,6761098.668727481,6657746.957146757,6657746.957146757,-1117.5438632780417,-1117.5438632780417,-1117.5438632780417,-1117.5438632780417,-1117.5438632780417,-1117.5438632780417,0.0,0.0,0.0,6656629.413283479
2020-06-05,6772663.622646686,6673793.364812172,6894224.630139211,6772663.622646686,6772663.622646686,10080.97873665671,10080.97873665671,10080.97873665671,10080.97873665671,10080.97873665671,10080.97873665671,0.0,0.0,0.0,6782744.601383342
2020-06-06,6887580.288146613,6796615.686247861,7002898.668267856,6887580.288146613,6887580.288146613,13750.32687135795,13750.32687135795,13750.32687135795,13750.32687135795,13750.32687135795,13750.32687135795,0.0,0.0,0.0,6901330.615017971
2020-06-07,7002496.953646542,6910731.478654817,7116129.013971527,7002496.953646542,7002496.953646542,7298.7919778478245,7298.7919778478245,7298.7919778478245,7298.7919778478245,7298.7919778478245,7298.7919778478245,0.0,0.0,0.0,7009795.7456243895
2020-06-08,7117413.620448109,7004434.526056409,7224970.139351903,7117413.620448109,7117413.620448109,-2102.755454601913,-2102.755454601913,-2102.755454601913,-2102.755454601913,-2102.755454601913,-2102.755454601913,0.0,0.0,0.0,7115310.864993507
2020-06-09,7232330.28724968,7104494.660429505,7317191.10379123,7232330.28724968,7232330.28724968,-16846.239960704028,-16846.239960704028,-16846.239960704028,-16846.239960704028,-16846.239960704028,-16846.239960704028,0.0,0.0,0.0,7215484.047288976
2020-06-10,7347246.954051249,7231264.173967191,7443411.955759846,7347246.954051249,7347246.954051249,-11063.55830725612,-11063.55830725612,-11063.55830725612,-11063.55830725612,-11063.55830725612,-11063.55830725612,0.0,0.0,0.0,7336183.395743992
2020-06-11,7462163.620852818,7356301.409443633,7562066.21371298,7462163.620852818,7462163.620852818,-1117.543863277488,-1117.543863277488,-1117.543863277488,-1117.543863277488,-1117.543863277488,-1117.543863277488,0.0,0.0,0.0,7461046.07698954
2020-06-12,7577080.28765439,7482379.200072009,7692626.2343912395,7577080.28765439,7577080.28765439,10080.978736645098,10080.978736645098,10080.978736645098,10080.978736645098,10080.978736645098,10080.978736645098,0.0,0.0,0.0,7587161.266391035
2020-06-13,7691996.954455957,7601836.279707172,7811243.349288884,7691996.954455957,7691996.954455957,13750.326871360601,13750.326871360601,13750.326871360601,13750.326871360601,13750.326871360601,13750.326871360601,0.0,0.0,0.0,7705747.2813273175
2020-06-14,7806900.203309326,7710366.258016269,7924850.157713129,7806900.203309326,7806900.203309326,7298.791977875443,7298.791977875443,7298.791977875443,7298.791977875443,7298.791977875443,7298.791977875443,0.0,0.0,0.0,7814198.995287202
2020-06-15,7921803.452162695,7805574.4243169,8029323.901212344,7921803.452162695,7921803.452162695,-2102.755454611532,-2102.755454611532,-2102.755454611532,-2102.755454611532,-2102.755454611532,-2102.755454611532,0.0,0.0,0.0,7919700.696708083
2020-06-16,8036706.701016067,7917027.222884668,8119442.624775804,8036706.701016067,8036706.701016067,-16846.239960709452,-16846.239960709452,-16846.239960709452,-16846.239960709452,-16846.239960709452,-16846.239960709452,0.0,0.0,0.0,8019860.461055357
2020-06-17,8151609.949869439,8040888.246428998,8245474.454769707,8151609.949869439,8151609.949869439,-11063.558307250842,-11063.558307250842,-11063.558307250842,-11063.558307250842,-11063.558307250842,-11063.558307250842,0.0,0.0,0.0,8140546.391562188
2020-06-18,8266513.198722808,8161672.513325371,8365824.346410705,8266513.198722808,8266513.198722808,-1117.5438632653315,-1117.5438632653315,-1117.5438632653315,-1117.5438632653315,-1117.5438632653315,-1117.5438632653315,0.0,0.0,0.0,8265395.654859542
2020-06-19,8381416.447576177,8284177.291944535,8502630.150558256,8381416.447576177,8381416.447576177,10080.978736660372,10080.978736660372,10080.978736660372,10080.978736660372,10080.978736660372,10080.978736660372,0.0,0.0,0.0,8391497.426312838
2020-06-20,8585407.10849188,8499131.754805034,8701099.836694462,8585407.10849188,8585407.10849188,13750.326871364477,13750.326871364477,13750.326871364477,13750.326871364477,13750.326871364477,13750.326871364477,0.0,0.0,0.0,8599157.435363246
2020-06-21,8789397.769407589,8690413.327272035,8905096.223601531,8789397.769407589,8789397.769407589,7298.791977866726,7298.791977866726,7298.791977866726,7298.791977866726,7298.791977866726,7298.791977866726,0.0,0.0,0.0,8796696.561385456
2020-06-22,8993388.430323293,8883030.97756221,9090453.969017839,8993388.430323293,8993388.430323293,-2102.7554546252945,-2102.7554546252945,-2102.7554546252945,-2102.7554546252945,-2102.7554546252945,-2102.7554546252945,0.0,0.0,0.0,8991285.674868667
2020-06-23,9197379.091238996,9081703.763617314,9285633.265833016,9197379.091238996,9197379.091238996,-16846.2399607112,-16846.2399607112,-16846.2399607112,-16846.2399607112,-16846.2399607112,-16846.2399607112,0.0,0.0,0.0,9180532.851278285
2020-06-24,9401369.752154697,9275238.639458092,9489537.835973801,9401369.752154697,9401369.752154697,-11063.55830724556,-11063.55830724556,-11063.55830724556,-11063.55830724556,-11063.55830724556,-11063.55830724556,0.0,0.0,0.0,9390306.193847451
2020-06-25,9605360.413070405,9495464.308133878,9714066.758683126,9605360.413070405,9605360.413070405,-1117.5438633055796,-1117.5438633055796,-1117.5438633055796,-1117.5438633055796,-1117.5438633055796,-1117.5438633055796,0.0,0.0,0.0,9604242.8692071
2020-06-26,9809351.07398611,9710412.980069663,9918659.756297437,9809351.07398611,9809351.07398611,10080.978736662208,10080.978736662208,10080.978736662208,10080.978736662208,10080.978736662208,10080.978736662208,0.0,0.0,0.0,9819432.05272277
2020-06-27,10013341.734901812,9925837.844082197,10139413.038161656,10013341.734901812,10013341.734901812,13750.326871354502,13750.326871354502,13750.326871354502,13750.326871354502,13750.326871354502,13750.326871354502,0.0,0.0,0.0,10027092.061773166
2020-06-28,10217332.395817516,10117283.963518836,10334664.104754694,10217332.395817516,10217332.395817516,7298.791977867318,7298.791977867318,7298.791977867318,7298.791977867318,7298.791977867318,7298.791977867318,0.0,0.0,0.0,10224631.187795384
2020-06-29,10421323.05673322,10321933.444748687,10521014.998425486,10421323.05673322,10421323.05673322,-2102.7554546349143,-2102.7554546349143,-2102.7554546349143,-2102.7554546349143,-2102.7554546349143,-2102.7554546349143,0.0,0.0,0.0,10419220.301278586
2020-06-30,10625313.717648925,10508537.15023749,10709847.199110761,10625313.717648925,10625313.717648925,-16846.23996071663,-16846.23996071663,-16846.23996071663,-16846.23996071663,-16846.23996071663,-16846.23996071663,0.0,0.0,0.0,10608467.477688208
2020-07-01,10829304.378564628,10716885.291951839,10930585.974463511,10829304.378564628,10829304.378564628,-11063.558307286177,-11063.558307286177,-11063.558307286177,-11063.558307286177,-11063.558307286177,-11063.558307286177,0.0,0.0,0.0,10818240.820257341
2020-07-02,11033295.039480332,10920952.123805236,11132244.574966768,11033295.039480332,11033295.039480332,-1117.543863293423,-1117.543863293423,-1117.543863293423,-1117.543863293423,-1117.543863293423,-1117.543863293423,0.0,0.0,0.0,11032177.49561704
2020-07-03,11237285.70039604,11145138.294196807,11347252.364985581,11237285.70039604,11237285.70039604,10080.978736677485,10080.978736677485,10080.978736677485,10080.978736677485,10080.978736677485,10080.978736677485,0.0,0.0,0.0,11247366.679132719
2020-07-04,11441276.36131174,11354862.923493594,11564853.556387708,11441276.36131174,11441276.36131174,13750.326871369782,13750.326871369782,13750.326871369782,13750.326871369782,13750.326871369782,13750.326871369782,0.0,0.0,0.0,11455026.688183108
2020-07-05,11645267.02222744,11552039.66281414,11761049.109153049,11645267.02222744,11645267.02222744,7298.791977849293,7298.791977849293,7298.791977849293,7298.791977849293,7298.791977849293,7298.791977849293,0.0,0.0,0.0,11652565.814205289
2020-07-06,11849257.683143148,11745862.821220545,11951721.098103508,11849257.683143148,11849257.683143148,-2102.7554545863622,-2102.7554545863622,-2102.7554545863622,-2102.7554545863622,-2102.7554545863622,-2102.7554545863622,0.0,0.0,0.0,11847154.927688561
2020-07-07,12053248.344058856,11936867.747942671,12137607.871861747,12053248.344058856,12053248.344058856,-16846.23996072022,-16846.23996072022,-16846.23996072022,-16846.23996072022,-16846.23996072022,-16846.23996072022,0.0,0.0,0.0,12036402.104098136
2020-07-08,12257239.004974555,12146115.541828379,12349321.746639324,12257239.004974555,12257239.004974555,-11063.558307273435,-11063.558307273435,-11063.558307273435,-11063.558307273435,-11063.558307273435,-11063.558307273435,0.0,0.0,0.0,12246175.446667282
2020-07-09,12461229.665890256,12358534.01030167,12567705.99604241,12461229.665890256,12461229.665890256,-1117.5438632928692,-1117.5438632928692,-1117.5438632928692,-1117.5438632928692,-1117.5438632928692,-1117.5438632928692,0.0,0.0,0.0,12460112.122026963
2020-07-10,12665220.326805964,12570478.63749845,12776633.5263942,12665220.326805964,12665220.326805964,10080.97873667932,10080.97873667932,10080.97873667932,10080.97873667932,10080.97873667932,10080.97873667932,0.0,0.0,0.0,12675301.305542644
2020-07-11,12869210.98772167,12774202.25320126,12983767.501402989,12869210.98772167,12869210.98772167,13750.326871359808,13750.326871359808,13750.326871359808,13750.326871359808,13750.326871359808,13750.326871359808,0.0,0.0,0.0,12882961.31459303
2020-07-12,13073201.648637371,12976862.848094428,13183952.787556157,13073201.648637371,13073201.648637371,7298.791977849885,7298.791977849885,7298.791977849885,7298.791977849885,7298.791977849885,7298.791977849885,0.0,0.0,0.0,13080500.440615222
2020-07-13,13277192.30955308,13175324.714503806,13375184.903620003,13277192.30955308,13277192.30955308,-2102.75545459598,-2102.75545459598,-2102.75545459598,-2102.75545459598,-2102.75545459598,-2102.75545459598,0.0,0.0,0.0,13275089.554098483
2020-07-14,13481182.970468787,13359890.708924934,13572558.925117193,13481182.970468787,13481182.970468787,-16846.23996072565,-16846.23996072565,-16846.23996072565,-16846.23996072565,-16846.23996072565,-16846.23996072565,0.0,0.0,0.0,13464336.730508061
2020-07-15,13685173.631384486,13572332.24489737,13776753.146472216,13685173.631384486,13685173.631384486,-11063.558307268157,-11063.558307268157,-11063.558307268157,-11063.558307268157,-11063.558307268157,-11063.558307268157,0.0,0.0,0.0,13674110.073077219
2020-07-16,13889164.292300187,13779887.251427492,13984729.518447258,13889164.292300187,13889164.292300187,-1117.5438632691103,-1117.5438632691103,-1117.5438632691103,-1117.5438632691103,-1117.5438632691103,-1117.5438632691103,0.0,0.0,0.0,13888046.748436918
2020-07-17,14093154.953215895,13995135.031195708,14208173.535846777,14093154.953215895,14093154.953215895,10080.978736654202,10080.978736654202,10080.978736654202,10080.978736654202,10080.978736654202,10080.978736654202,0.0,0.0,0.0,14103235.93195255
2020-07-18,14297145.614131596,14202668.558278752,14416050.514180528,14297145.614131596,14297145.614131596,13750.326871376305,13750.326871376305,13750.326871376305,13750.326871376305,13750.326871376305,13750.326871376305,0.0,0.0,0.0,14310895.941002972
2020-07-19,14501136.275047302,14416447.445221111,14611864.932515688,14501136.275047302,14501136.275047302,7298.791977850478,7298.791977850478,7298.791977850478,7298.791977850478,7298.791977850478,7298.791977850478,0.0,0.0,0.0,14508435.067025153
2020-07-20,14705126.935963003,14596545.422086049,14805700.566773804,14705126.935963003,14705126.935963003,-2102.755454609743,-2102.755454609743,-2102.755454609743,-2102.755454609743,-2102.755454609743,-2102.755454609743,0.0,0.0,0.0,14703024.180508394
2020-07-21,14909117.596878711,14794206.924320556,14995403.368276024,14909117.596878711,14909117.596878711,-16846.23996072924,-16846.23996072924,-16846.23996072924,-16846.23996072924,-16846.23996072924,-16846.23996072924,0.0,0.0,0.0,14892271.356917981
2020-07-22,15113108.257794412,14996535.292375239,15197995.578194192,15113108.257794412,15113108.257794412,-11063.558307293855,-11063.558307293855,-11063.558307293855,-11063.558307293855,-11063.558307293855,-11063.558307293855,0.0,0.0,0.0,15102044.699487118
2020-07-23,15317098.918710118,15204500.273966353,15417440.149086257,15317098.918710118,15317098.918710118,-1117.5438632685562,-1117.5438632685562,-1117.5438632685562,-1117.5438632685562,-1117.5438632685562,-1117.5438632685562,0.0,0.0,0.0,15315981.37484685
2020-07-24,15521089.579625826,15424839.35097566,15633616.146939524,15521089.579625826,15521089.579625826,10080.978736656036,10080.978736656036,10080.978736656036,10080.978736656036,10080.978736656036,10080.978736656036,0.0,0.0,0.0,15531170.558362482
2020-07-25,15725080.240541527,15634808.684108583,15840138.493102152,15725080.240541527,15725080.240541527,13750.326871366333,13750.326871366333,13750.326871366333,13750.326871366333,13750.326871366333,13750.326871366333,0.0,0.0,0.0,15738830.567412894
2020-07-26,15929070.901457226,15828088.676121263,16037332.889415227,15929070.901457226,15929070.901457226,7298.791977841763,7298.791977841763,7298.791977841763,7298.791977841763,7298.791977841763,7298.791977841763,0.0,0.0,0.0,15936369.693435067
2020-07-27,16133061.562372934,16028407.764329353,16242625.369655963,16133061.562372934,16133061.562372934,-2102.755454615217,-2102.755454615217,-2102.755454615217,-2102.755454615217,-2102.755454615217,-2102.755454615217,0.0,0.0,0.0,16130958.80691832
2020-07-28,16337052.223288642,16211970.156205485,16425660.226674536,16337052.223288642,16337052.223288642,-16846.23996070891,-16846.23996070891,-16846.23996070891,-16846.23996070891,-16846.23996070891,-16846.23996070891,0.0,0.0,0.0,16320205.983327933
2020-07-29,16541042.884204343,16423883.177822763,16633605.11027534,16540689.018600164,16543207.271256119,-11063.558307296033,-11063.558307296033,-11063.558307296033,-11063.558307296033,-11063.558307296033,-11063.558307296033,0.0,0.0,0.0,16529979.325897047
2020-07-30,16745033.54512005,16645339.89047533,16854556.337671723,16740824.776067158,16752366.703042567,-1117.543863268002,-1117.543863268002,-1117.543863268002,-1117.543863268002,-1117.543863268002,-1117.543863268002,0.0,0.0,0.0,16743916.00125678
2020-07-31,16949024.206035756,16846023.849114116,17065927.172178175,16938296.419891965,16962290.316275943,10080.978736671314,10080.978736671314,10080.978736671314,10080.978736671314,10080.978736671314,10080.978736671314,0.0,0.0,0.0,16959105.184772428
2020-08-01,17153014.86695146,17068932.883657966,17285083.52714442,17135291.798202682,17174286.914921444,13750.326871368987,13750.326871368987,13750.326871368987,13750.326871368987,13750.326871368987,13750.326871368987,0.0,0.0,0.0,17166765.193822827
2020-08-02,17357005.527867157,17257274.774114504,17476227.687656,17331905.668491755,17387943.860304736,7298.791977878686,7298.791977878686,7298.791977878686,7298.791977878686,7298.791977878686,7298.791977878686,0.0,0.0,0.0,17364304.319845036
2020-08-03,17560996.18878286,17452232.675476782,17681987.003420413,17529100.856122058,17604753.65791122,-2102.7554546289803,-2102.7554546289803,-2102.7554546289803,-2102.7554546289803,-2102.7554546289803,-2102.7554546289803,0.0,0.0,0.0,17558893.43332823
